customer_id,contract_type,paperless_billing,payment_method
7850-THJMU,Two year,False,Credit card (automatic)
3890-RTCMS,Month-to-month,True,Mailed check
8849-GYOKR,One year,False,Bank transfer (automatic)
3148-BLQJT,Month-to-month,False,Mailed check
3717-FDJFU,Two year,False,Mailed check
3665-JATSN,Month-to-month,True,Electronic check
7966-YOTQW,Month-to-month,True,Credit card (automatic)
0461-CVKMU,Month-to-month,False,Electronic check
8806-EAGWC,Month-to-month,False,Mailed check
8853-TZDGH,Two year,True,Bank transfer (automatic)
7779-LGOVN,Month-to-month,True,Electronic check
4324-BZCKL,Month-to-month,True,Mailed check
6924-TDGMT,One year,True,Mailed check
9710-ZUSHQ,Month-to-month,True,Bank transfer (automatic)
1536-YHDOE,One year,True,Mailed check
8123-QBNAZ,Month-to-month,True,Credit card (automatic)
3629-ZNKXA,Month-to-month,True,Electronic check
4827-LTQRJ,One year,True,Credit card (automatic)
7711-YIJWC,One year,False,Bank transfer (automatic)
5482-VXSXJ,Month-to-month,True,Mailed check
7365-BVCJH,Month-to-month,True,Electronic check
9620-ENEJV,Month-to-month,False,Credit card (automatic)
4183-WCSEP,Month-to-month,True,Electronic check
2378-YIZKA,Two year,True,Credit card (automatic)
5498-TXHLF,Month-to-month,False,Electronic check
0689-DSXGL,Month-to-month,False,Bank transfer (automatic)
6818-DJXAA,Month-to-month,True,Electronic check
9722-UJOJR,Month-to-month,True,Electronic check
0464-WJTKO,Two year,False,Bank transfer (automatic)
8902-ZEOVF,One year,False,Mailed check
6778-EICRF,One year,False,Mailed check
2662-NNTDK,One year,False,Credit card (automatic)
4132-KALRO,Month-to-month,True,Mailed check
3902-FOIGH,Month-to-month,True,Electronic check
6772-KSATR,Month-to-month,True,Electronic check
7112-OPOTK,Month-to-month,False,Electronic check
2874-YXVVA,Month-to-month,True,Electronic check
1245-HARPS,Two year,False,Mailed check
4210-QFJMF,Month-to-month,True,Electronic check
4323-ELYYB,One year,False,Mailed check
4293-ETKAP,Two year,True,Bank transfer (automatic)
6064-PUPMC,One year,False,Credit card (automatic)
6504-VBLFL,Two year,False,Electronic check
6322-PJJDJ,Two year,True,Electronic check
0330-BGYZE,One year,False,Bank transfer (automatic)
1085-LDWAM,One year,True,Credit card (automatic)
7586-ZATGZ,Month-to-month,True,Electronic check
7197-VOJMM,Two year,True,Credit card (automatic)
3318-OSATS,Month-to-month,True,Electronic check
5828-AVIPD,One year,True,Electronic check
1843-TLSGD,Two year,False,Mailed check
9626-VFRGG,Month-to-month,True,Bank transfer (automatic)
7075-BNDVQ,Month-to-month,False,Mailed check
9143-CANJF,Month-to-month,False,Electronic check
7284-BUYEC,Month-to-month,True,Credit card (automatic)
2041-JIJCI,Month-to-month,True,Electronic check
1086-LXKFY,Month-to-month,True,Mailed check
4900-MSOMT,Two year,False,Bank transfer (automatic)
2229-VWQJH,Month-to-month,True,Credit card (automatic)
9194-GFVOI,Two year,False,Credit card (automatic)
1336-EZFZY,Month-to-month,False,Mailed check
4282-MSACW,One year,True,Credit card (automatic)
1403-LKLIK,One year,False,Mailed check
2636-ALXXZ,Month-to-month,True,Electronic check
7774-OJSXI,One year,True,Electronic check
7786-WBJYI,Month-to-month,False,Bank transfer (automatic)
0136-IFMYD,Two year,True,Electronic check
5144-TVGLP,Month-to-month,False,Electronic check
9643-AVVWI,Month-to-month,True,Electronic check
0253-ZTEOB,Two year,False,Electronic check
2706-QZIHY,Two year,False,Mailed check
6061-PQHMK,One year,False,Credit card (automatic)
9885-CSMWE,Month-to-month,False,Electronic check
6137-MFAJN,Month-to-month,True,Electronic check
9122-UMROB,Month-to-month,False,Mailed check
4232-JGKIY,Month-to-month,False,Electronic check
2402-TAIRZ,One year,False,Electronic check
9659-ZTWSM,One year,True,Bank transfer (automatic)
9139-TWBAS,One year,False,Bank transfer (automatic)
6685-GBWJZ,One year,False,Credit card (automatic)
5016-ETTFF,Month-to-month,False,Mailed check
3866-MDTUB,Month-to-month,True,Electronic check
2195-VVRJF,Month-to-month,True,Credit card (automatic)
3913-RDSJZ,Two year,False,Mailed check
8058-JMEQO,Month-to-month,True,Electronic check
4203-QGNZA,Month-to-month,False,Mailed check
5043-TRZWM,Month-to-month,False,Electronic check
0697-ZMSWS,Month-to-month,True,Electronic check
7657-DYEPJ,One year,True,Credit card (automatic)
9494-BDNNC,One year,False,Electronic check
1640-PLFMP,Month-to-month,True,Electronic check
5366-OBVMR,Month-to-month,True,Mailed check
8276-MQBYC,Month-to-month,True,Electronic check
7593-XFKDI,Month-to-month,False,Mailed check
4573-JKNAE,Two year,False,Bank transfer (automatic)
0337-CNPZE,Month-to-month,True,Electronic check
9817-APLHW,Month-to-month,False,Electronic check
8380-MQINP,Two year,False,Mailed check
0840-DFEZH,Month-to-month,True,Electronic check
1513-XNPPH,Month-to-month,True,Electronic check
8690-ZVLCL,Two year,False,Credit card (automatic)
6015-VVHHE,Month-to-month,True,Credit card (automatic)
1125-SNVCK,Month-to-month,False,Mailed check
0384-LPITE,One year,False,Credit card (automatic)
4616-EWBNJ,One year,False,Bank transfer (automatic)
6347-DCUIK,Month-to-month,True,Mailed check
1335-HQMKX,One year,True,Electronic check
2545-EBUPK,Month-to-month,True,Electronic check
6923-AQONU,Two year,False,Mailed check
2172-EJXVF,One year,True,Electronic check
0897-FEGMU,Month-to-month,True,Electronic check
7663-RGWBC,Month-to-month,True,Mailed check
1120-BMWUB,Month-to-month,True,Mailed check
9124-LHCJQ,Month-to-month,True,Mailed check
4536-PLEQY,Month-to-month,True,Credit card (automatic)
7029-IJEJK,One year,False,Bank transfer (automatic)
8871-JLMHM,Two year,False,Credit card (automatic)
2235-ZGKPT,Month-to-month,False,Mailed check
3891-PUQOD,Month-to-month,False,Electronic check
5447-VYTKW,Month-to-month,False,Mailed check
3623-FQBOX,Month-to-month,True,Mailed check
0689-NKYLF,Month-to-month,True,Electronic check
8659-HDIYE,Month-to-month,False,Credit card (automatic)
3658-KIBGF,Month-to-month,True,Electronic check
3474-BAFSJ,Two year,True,Bank transfer (automatic)
5519-YLDGW,Month-to-month,True,Electronic check
3865-ZFZIB,Two year,False,Mailed check
1855-AGAWH,One year,True,Electronic check
7109-CQYUZ,Two year,True,Mailed check
1370-GGAWX,One year,True,Electronic check
4680-KUTAJ,Month-to-month,True,Electronic check
5307-UVGNB,Month-to-month,True,Bank transfer (automatic)
4946-EDSEW,Month-to-month,True,Mailed check
2883-ILGWO,Month-to-month,True,Bank transfer (automatic)
2516-VQRRV,Month-to-month,True,Mailed check
7580-UGXNC,Month-to-month,False,Mailed check
3642-BYHDO,Two year,False,Bank transfer (automatic)
9629-NHXFW,Month-to-month,True,Mailed check
2696-RZVZW,Two year,False,Credit card (automatic)
5766-FTRTS,Two year,False,Mailed check
0396-HUJBP,Month-to-month,False,Mailed check
5178-LMXOP,Month-to-month,True,Electronic check
8879-ZKJOF,One year,True,Bank transfer (automatic)
6285-FTQBF,Two year,False,Credit card (automatic)
8185-UPYBR,Month-to-month,True,Electronic check
4585-HETAI,Month-to-month,True,Electronic check
7526-BEZQB,Month-to-month,True,Electronic check
1474-JUWSM,One year,True,Electronic check
3530-CRZSB,Month-to-month,False,Mailed check
8498-XXGWA,Month-to-month,True,Mailed check
9617-INGJY,Month-to-month,True,Mailed check
0621-TSSMU,One year,False,Credit card (automatic)
7234-KMNRQ,Month-to-month,False,Mailed check
7636-PEPNS,One year,True,Mailed check
4683-WYDOU,Two year,True,Bank transfer (automatic)
9052-DHNKM,One year,False,Electronic check
6794-HKIAJ,Month-to-month,False,Bank transfer (automatic)
5578-NKCXI,One year,False,Credit card (automatic)
1642-HMARX,Two year,True,Electronic check
3096-WPXBT,One year,True,Credit card (automatic)
8434-PNQZX,Two year,True,Credit card (automatic)
5950-AAAGJ,Month-to-month,False,Bank transfer (automatic)
4299-OPXEJ,Two year,True,Bank transfer (automatic)
4951-UKAAQ,Month-to-month,True,Electronic check
9618-LFJRU,Month-to-month,False,Credit card (automatic)
6693-DJWTY,One year,False,Credit card (automatic)
0744-GKNGE,Month-to-month,True,Bank transfer (automatic)
6447-EGDIV,One year,False,Mailed check
1167-OYZJF,Two year,True,Bank transfer (automatic)
2108-YKQTY,Month-to-month,False,Credit card (automatic)
4806-DXQCE,Two year,True,Electronic check
4918-QLLIW,Month-to-month,False,Credit card (automatic)
7056-IMHCC,Month-to-month,True,Electronic check
4854-SSLTN,Two year,False,Mailed check
5294-DMSFH,Month-to-month,True,Credit card (automatic)
4837-PZTIC,Two year,False,Mailed check
1625-JAIIY,One year,True,Electronic check
0603-OLQDC,Month-to-month,True,Mailed check
3272-VUHPV,Month-to-month,False,Bank transfer (automatic)
4176-FXYBO,Month-to-month,False,Electronic check
1063-DHQJF,Two year,True,Mailed check
8663-UPDGF,Month-to-month,True,Bank transfer (automatic)
6719-FGEDO,Two year,True,Bank transfer (automatic)
1837-YQUCE,Two year,True,Bank transfer (automatic)
2947-DOMLJ,Month-to-month,False,Mailed check
4112-LUEIZ,Month-to-month,True,Electronic check
0369-ZGOVK,One year,True,Bank transfer (automatic)
4510-HIMLV,Month-to-month,True,Electronic check
9919-KNPOO,Month-to-month,True,Electronic check
8749-JMNKX,Month-to-month,True,Bank transfer (automatic)
7872-BAAZR,One year,False,Bank transfer (automatic)
9391-LMANN,One year,False,Electronic check
2430-USGXP,Month-to-month,True,Electronic check
8174-TBVCF,Two year,True,Credit card (automatic)
1698-XFZCI,One year,True,Electronic check
1877-HKBQX,One year,True,Mailed check
4450-DLLMH,Month-to-month,True,Credit card (automatic)
0428-AXXLJ,One year,True,Bank transfer (automatic)
2746-DIJLO,One year,True,Credit card (automatic)
5955-ERIHD,Month-to-month,True,Electronic check
0917-EZOLA,Two year,True,Bank transfer (automatic)
3508-VLHCZ,Two year,True,Credit card (automatic)
4086-ATNFV,One year,True,Mailed check
0468-YRPXN,Month-to-month,True,Credit card (automatic)
5996-NRVXR,One year,True,Credit card (automatic)
3739-YBWAB,One year,False,Mailed check
7047-FWEYA,One year,True,Electronic check
2000-MPKCA,One year,True,Electronic check
9762-YAQAA,One year,False,Credit card (automatic)
5949-EBSQK,Month-to-month,False,Credit card (automatic)
5473-KHBPS,One year,True,Credit card (automatic)
0100-DUVFC,One year,True,Electronic check
5397-TUPSH,One year,True,Bank transfer (automatic)
8950-MTZNV,Month-to-month,True,Mailed check
0326-VDYXE,One year,True,Electronic check
6773-LQTVT,Month-to-month,True,Mailed check
7274-RTAPZ,Month-to-month,True,Electronic check
0436-TWFFZ,Two year,True,Mailed check
8566-YPRGL,Month-to-month,True,Mailed check
0311-UNPFF,Month-to-month,True,Bank transfer (automatic)
6609-MXJHJ,Two year,True,Mailed check
2669-OIDSD,Month-to-month,True,Credit card (automatic)
8400-WZICQ,Month-to-month,False,Electronic check
3834-XUIFC,Month-to-month,True,Mailed check
9576-SYUHJ,Month-to-month,True,Electronic check
0410-IPFTY,Month-to-month,True,Bank transfer (automatic)
2831-EBWRN,Month-to-month,True,Electronic check
9430-NKQLY,Two year,True,Credit card (automatic)
8414-MYSHR,Month-to-month,True,Electronic check
0247-SLUJI,Month-to-month,False,Mailed check
9402-ORRAH,Month-to-month,True,Electronic check
6483-OATDN,Month-to-month,True,Credit card (automatic)
1293-HHSHJ,One year,False,Mailed check
4840-ORQXB,Month-to-month,False,Electronic check
7599-FKVXZ,Month-to-month,True,Bank transfer (automatic)
3982-DQLUS,Month-to-month,True,Electronic check
8610-ZIKJJ,One year,False,Mailed check
3756-VNWDH,One year,True,Electronic check
7801-KICAO,Month-to-month,True,Electronic check
7673-LPRNY,One year,True,Electronic check
8229-TNIQA,Month-to-month,True,Mailed check
6060-QBMGV,Two year,False,Credit card (automatic)
7339-POGZN,Month-to-month,False,Electronic check
2828-SLQPF,Month-to-month,True,Bank transfer (automatic)
4465-VDKIQ,Month-to-month,False,Electronic check
2921-XWDJH,Month-to-month,True,Electronic check
6221-AVQYL,Month-to-month,True,Credit card (automatic)
2558-BUOZZ,One year,False,Bank transfer (automatic)
9257-AZMTZ,Two year,False,Bank transfer (automatic)
0003-MKNFE,Month-to-month,False,Mailed check
0975-UYDTX,One year,True,Credit card (automatic)
7743-EXURX,Month-to-month,True,Electronic check
4682-BLBUC,One year,True,Electronic check
0975-VOOVL,Month-to-month,False,Mailed check
5968-VXZLG,Month-to-month,True,Bank transfer (automatic)
5569-KGJHX,Month-to-month,True,Bank transfer (automatic)
4988-IQIGL,Month-to-month,True,Electronic check
5201-FRKKS,Month-to-month,False,Bank transfer (automatic)
9799-CAYJJ,Month-to-month,True,Electronic check
7730-IUTDZ,Month-to-month,True,Electronic check
0426-TIRNE,Month-to-month,False,Mailed check
5443-SCMKX,One year,True,Electronic check
8295-KMENE,Two year,True,Mailed check
6738-ISCBM,One year,True,Electronic check
9821-BESNZ,One year,True,Electronic check
3678-MNGZX,Two year,False,Bank transfer (automatic)
1335-NTIUC,Month-to-month,True,Electronic check
2916-BQZLN,Month-to-month,True,Electronic check
4558-CGYCZ,Month-to-month,False,Mailed check
2368-GAKKQ,Two year,True,Bank transfer (automatic)
8710-YGLWG,Month-to-month,True,Mailed check
3199-XGZCY,Month-to-month,True,Electronic check
3785-KTYSH,Two year,False,Mailed check
6814-ZPWFQ,One year,False,Bank transfer (automatic)
4063-EIKNQ,Month-to-month,False,Bank transfer (automatic)
6993-YCOBK,Two year,True,Electronic check
5206-HPJKM,Month-to-month,True,Credit card (automatic)
7587-RZNME,Month-to-month,True,Electronic check
0748-RDGGM,One year,True,Bank transfer (automatic)
8393-JMVMB,Month-to-month,False,Mailed check
5019-GQVCR,Month-to-month,True,Electronic check
6036-TTFYU,Month-to-month,False,Mailed check
2550-AEVRU,One year,False,Electronic check
0969-RGKCU,One year,False,Credit card (automatic)
0378-CJKPV,Two year,False,Credit card (automatic)
4706-AXVKM,Month-to-month,True,Credit card (automatic)
5889-JTMUL,Month-to-month,True,Electronic check
9026-RNUJS,Month-to-month,False,Electronic check
3746-EUBYR,Month-to-month,True,Bank transfer (automatic)
2332-EFBJY,Month-to-month,True,Mailed check
2880-FPNAE,Month-to-month,True,Electronic check
1703-MGIAB,Month-to-month,True,Mailed check
4311-QTTAI,One year,False,Credit card (automatic)
9474-PHLYD,Month-to-month,True,Electronic check
4318-RAJVY,One year,True,Mailed check
2165-VOEGB,One year,True,Bank transfer (automatic)
3612-YUNGG,Two year,True,Credit card (automatic)
2254-DLXRI,Month-to-month,True,Mailed check
5062-CJJKH,One year,False,Mailed check
9028-LIHRP,Two year,False,Credit card (automatic)
2219-MVUSO,Month-to-month,True,Mailed check
1053-MXTTK,Two year,True,Bank transfer (automatic)
1530-ZTDOZ,Month-to-month,False,Bank transfer (automatic)
1301-LOPVR,One year,True,Credit card (automatic)
0853-TWRVK,Two year,False,Bank transfer (automatic)
8914-RBTSB,Month-to-month,False,Electronic check
6212-ATMLK,Month-to-month,True,Electronic check
8200-LGKSR,Two year,False,Electronic check
1568-BEKZM,Two year,False,Credit card (automatic)
0670-ANMUU,One year,False,Credit card (automatic)
6897-RWMUB,Two year,True,Bank transfer (automatic)
0963-ZBDRN,Month-to-month,True,Electronic check
7594-RQHXR,Month-to-month,True,Electronic check
6999-CHVCF,Two year,True,Bank transfer (automatic)
6134-KWTBV,Two year,False,Bank transfer (automatic)
1077-HUUJM,Month-to-month,True,Electronic check
6331-EWIEB,Month-to-month,True,Electronic check
0895-LNKRC,One year,False,Mailed check
2045-BMBTJ,Month-to-month,True,Bank transfer (automatic)
8417-GSODA,One year,False,Bank transfer (automatic)
5171-EPLKN,Two year,False,Credit card (automatic)
4452-QIIEB,Month-to-month,False,Mailed check
5998-VVEJY,Month-to-month,True,Electronic check
1624-NALOJ,Month-to-month,True,Electronic check
6741-EGCBI,Month-to-month,True,Credit card (automatic)
7820-ZYGNY,One year,False,Credit card (automatic)
4317-VTEOA,Month-to-month,True,Electronic check
9677-AVKED,One year,True,Electronic check
1670-SVOWZ,Month-to-month,True,Credit card (automatic)
2227-JRSJX,Month-to-month,True,Bank transfer (automatic)
9847-HNVGP,One year,False,Mailed check
6696-YDAYZ,Two year,False,Mailed check
8980-WQFWL,Month-to-month,True,Electronic check
1730-ZMAME,Month-to-month,True,Electronic check
6506-EYCNH,Month-to-month,True,Bank transfer (automatic)
4634-JLRJT,Month-to-month,True,Mailed check
9501-UKKNL,Month-to-month,True,Electronic check
2560-QTSBS,One year,True,Bank transfer (automatic)
7541-YLXCL,One year,True,Mailed check
4795-WRNVT,Month-to-month,False,Mailed check
6080-TCMYC,Month-to-month,True,Electronic check
0260-ZDLGK,Month-to-month,True,Mailed check
7860-UXCRM,Two year,False,Credit card (automatic)
6357-JJPQT,Month-to-month,True,Electronic check
2292-XQWSV,One year,False,Mailed check
9552-TGUZV,Month-to-month,True,Mailed check
5913-INRQV,One year,False,Mailed check
8722-NGNBH,Month-to-month,False,Mailed check
6210-KBBPI,Month-to-month,True,Credit card (automatic)
9643-YBLUR,Month-to-month,True,Credit card (automatic)
8734-FNWVH,Month-to-month,False,Bank transfer (automatic)
9447-YPTBX,One year,True,Bank transfer (automatic)
0133-BMFZO,Month-to-month,True,Electronic check
6128-CZOMY,Month-to-month,True,Electronic check
9540-JYROE,Month-to-month,True,Mailed check
9026-LHEVG,Month-to-month,False,Electronic check
2260-USTRB,Month-to-month,True,Bank transfer (automatic)
3656-TKRVZ,Month-to-month,False,Electronic check
7011-CVEUC,Month-to-month,True,Credit card (automatic)
6185-TASNN,Month-to-month,False,Electronic check
7925-PNRGI,Month-to-month,False,Mailed check
8623-TMRBY,Month-to-month,True,Electronic check
1552-CZCLL,Month-to-month,False,Credit card (automatic)
3038-PQIUY,Month-to-month,True,Bank transfer (automatic)
1501-SGHBW,Month-to-month,False,Mailed check
9313-CDOGY,Month-to-month,False,Electronic check
8148-BPLZQ,Month-to-month,True,Electronic check
2623-DRYAM,One year,True,Electronic check
9987-LUTYD,One year,False,Mailed check
3208-YPIOE,Month-to-month,False,Electronic check
4488-KQFDT,One year,True,Electronic check
2612-RANWT,Month-to-month,True,Bank transfer (automatic)
5693-PIPCS,Two year,True,Credit card (automatic)
0491-KAPQG,Month-to-month,True,Electronic check
1925-LFCZZ,One year,True,Bank transfer (automatic)
8039-EQPIM,Two year,False,Bank transfer (automatic)
6900-PXRMS,Month-to-month,False,Electronic check
8707-RMEZH,One year,False,Credit card (automatic)
3346-BRMIS,Month-to-month,True,Electronic check
3209-ZPKFI,Month-to-month,False,Electronic check
6479-VDGRK,Two year,False,Bank transfer (automatic)
9373-WSLOY,Month-to-month,True,Electronic check
2933-FILNV,Month-to-month,True,Mailed check
3569-JFODW,Two year,False,Credit card (automatic)
9819-FBNSV,Month-to-month,True,Bank transfer (automatic)
9544-PYPSJ,Month-to-month,True,Credit card (automatic)
1591-XWLGB,Two year,False,Credit card (automatic)
0396-UKGAI,Month-to-month,True,Bank transfer (automatic)
3243-ZHOHY,One year,False,Mailed check
5186-EJEGL,Month-to-month,True,Mailed check
7527-QNRUS,Two year,True,Mailed check
9986-BONCE,Month-to-month,False,Bank transfer (automatic)
2722-JMONI,Month-to-month,True,Electronic check
2203-GHNWN,Month-to-month,True,Mailed check
3878-AVSOQ,Month-to-month,True,Electronic check
3258-SYSWS,Two year,False,Bank transfer (automatic)
5296-PSYVW,Two year,False,Electronic check
6319-QSUSR,Month-to-month,False,Credit card (automatic)
4083-EUGRJ,Month-to-month,False,Mailed check
7579-OOPEC,Month-to-month,False,Credit card (automatic)
0512-FLFDW,One year,True,Credit card (automatic)
1771-OADNZ,Month-to-month,True,Electronic check
0487-CRLZF,Two year,True,Bank transfer (automatic)
2107-FBPTK,Month-to-month,True,Electronic check
9451-WLYRI,One year,False,Credit card (automatic)
8219-VYBVI,Two year,False,Mailed check
1991-VOPLL,Month-to-month,False,Mailed check
9738-QLWTP,One year,False,Electronic check
1016-DJTSV,Month-to-month,True,Electronic check
9419-IPPBE,One year,True,Electronic check
0174-QRVVY,Two year,False,Credit card (automatic)
5699-BNCAS,Two year,True,Mailed check
2900-PHPLN,Two year,True,Credit card (automatic)
0612-RTZZA,Month-to-month,False,Electronic check
8106-GWQOK,Two year,True,Bank transfer (automatic)
8751-EDEKA,Month-to-month,False,Credit card (automatic)
6878-GGDWG,Month-to-month,False,Bank transfer (automatic)
4039-PIMHX,Two year,False,Mailed check
8450-LUGUK,Two year,True,Bank transfer (automatic)
3604-WLABM,Month-to-month,False,Electronic check
0795-GMVQO,One year,False,Credit card (automatic)
2259-OUUSZ,One year,True,Credit card (automatic)
1142-IHLOO,One year,False,Credit card (automatic)
6410-LEFEN,Month-to-month,False,Electronic check
4633-MKHYU,Month-to-month,True,Mailed check
6257-RJOHI,Month-to-month,True,Mailed check
1545-JFUML,Two year,True,Electronic check
3194-ORPIK,Month-to-month,True,Bank transfer (automatic)
7826-VVKWT,Two year,True,Electronic check
1353-GHZOS,One year,True,Bank transfer (automatic)
2587-EKXTS,Month-to-month,True,Electronic check
5442-BXVND,Month-to-month,False,Bank transfer (automatic)
8816-VXNZD,Month-to-month,True,Electronic check
9378-FXTIZ,One year,True,Credit card (automatic)
1723-HKXJQ,Month-to-month,True,Electronic check
7825-GKXMW,Month-to-month,False,Electronic check
9753-OYLBX,Month-to-month,False,Mailed check
2364-UFROM,One year,False,Electronic check
6656-JWRQX,Month-to-month,False,Mailed check
6473-ULUHT,Month-to-month,False,Electronic check
1240-KNSEZ,Month-to-month,True,Mailed check
0836-SEYLU,Month-to-month,False,Mailed check
4433-JCGCG,Month-to-month,True,Electronic check
3716-BDVDB,Month-to-month,True,Electronic check
7688-AWMDX,Two year,False,Bank transfer (automatic)
2842-BCQGE,Month-to-month,True,Credit card (automatic)
7244-QWYHG,One year,True,Bank transfer (automatic)
5899-MQZZL,Month-to-month,True,Mailed check
6849-OYAMU,One year,False,Bank transfer (automatic)
5312-UXESG,Month-to-month,False,Bank transfer (automatic)
9488-HGMJH,Month-to-month,True,Electronic check
6038-GCYEC,Month-to-month,True,Credit card (automatic)
2150-WLKUW,One year,False,Bank transfer (automatic)
7159-FVYPK,Month-to-month,True,Bank transfer (automatic)
7032-LMBHI,One year,False,Bank transfer (automatic)
1150-WFARN,Two year,True,Credit card (automatic)
6088-BXMRG,Month-to-month,True,Electronic check
3144-AUDBS,Month-to-month,True,Electronic check
4821-SJHJV,Month-to-month,False,Electronic check
7346-MEDWM,Month-to-month,True,Electronic check
1137-DGOWI,One year,False,Bank transfer (automatic)
5616-PRTNT,Month-to-month,True,Electronic check
3812-LRZIR,Two year,False,Electronic check
4818-QIUFN,Month-to-month,True,Electronic check
9483-GCPWE,One year,False,Mailed check
4227-OJHAL,One year,True,Credit card (automatic)
9220-CXRSC,Two year,False,Credit card (automatic)
4993-JCRGJ,Month-to-month,True,Mailed check
9537-JALFH,Two year,False,Bank transfer (automatic)
6698-OXETB,Two year,False,Mailed check
2103-ZRXFN,Month-to-month,False,Mailed check
3724-BSCVH,One year,False,Mailed check
4877-TSOFF,One year,True,Bank transfer (automatic)
9209-NWPGU,One year,False,Electronic check
6961-VCPMC,Month-to-month,True,Electronic check
7306-YDSOI,Two year,True,Bank transfer (automatic)
5288-AHOUP,Month-to-month,True,Electronic check
6688-UZPWD,Month-to-month,True,Electronic check
0655-YDGFJ,Month-to-month,False,Bank transfer (automatic)
8468-EHYJA,Month-to-month,True,Electronic check
6823-SIDFQ,One year,False,Credit card (automatic)
1097-FSPVW,Month-to-month,False,Credit card (automatic)
2839-RFSQE,Month-to-month,False,Mailed check
8328-SKJNO,One year,False,Bank transfer (automatic)
7010-ZMVBF,Month-to-month,False,Mailed check
5201-CBWYG,One year,False,Bank transfer (automatic)
0968-GSIKN,Month-to-month,True,Mailed check
1965-DDBWU,Month-to-month,True,Credit card (automatic)
9057-SIHCH,Month-to-month,True,Electronic check
6352-GIGGQ,One year,True,Bank transfer (automatic)
3635-QQRQD,Two year,True,Credit card (automatic)
6771-XWBDM,Month-to-month,True,Credit card (automatic)
2897-DOVND,Month-to-month,True,Electronic check
3082-YVEKW,Two year,True,Bank transfer (automatic)
0191-EQUUH,Two year,False,Bank transfer (automatic)
7134-HBPBS,Two year,True,Bank transfer (automatic)
3489-HHPFY,Month-to-month,True,Electronic check
2926-JEJJC,One year,True,Bank transfer (automatic)
8601-QACRS,Month-to-month,True,Mailed check
4950-BDEUX,Month-to-month,False,Electronic check
5789-LDFXO,One year,False,Electronic check
0508-OOLTO,Month-to-month,True,Electronic check
2984-TBYKU,Two year,True,Credit card (automatic)
9822-WMWVG,Month-to-month,True,Electronic check
2391-SOORI,Month-to-month,False,Electronic check
9040-KZVWO,One year,False,Bank transfer (automatic)
2645-QTLMB,Month-to-month,True,Electronic check
4806-HIPDW,Month-to-month,True,Electronic check
1548-ARAGG,Month-to-month,True,Mailed check
6339-RZCBJ,Two year,False,Credit card (automatic)
4424-TKOPW,Month-to-month,True,Electronic check
4415-WNGVR,One year,True,Electronic check
2522-AHJXR,Month-to-month,True,Bank transfer (automatic)
0412-UCCNP,Two year,True,Electronic check
1816-FLZDK,Month-to-month,False,Mailed check
7096-UCLNH,Month-to-month,False,Mailed check
8443-ZRDBZ,Month-to-month,True,Electronic check
9136-ALYBR,Month-to-month,True,Mailed check
4615-PIVVU,Two year,False,Credit card (automatic)
8885-QSQBX,Month-to-month,False,Bank transfer (automatic)
7479-NITWS,Month-to-month,True,Credit card (automatic)
8617-ENBDS,Month-to-month,True,Credit card (automatic)
9385-NXKDA,Two year,True,Credit card (automatic)
0430-IHCDJ,Month-to-month,True,Electronic check
2959-MJHIC,Month-to-month,True,Electronic check
6674-KVJHG,One year,False,Electronic check
1814-DKOLC,Month-to-month,False,Mailed check
4201-JMNGR,Month-to-month,True,Electronic check
9351-HXDMR,Two year,True,Credit card (automatic)
3537-HPKQT,Month-to-month,True,Credit card (automatic)
2129-ALKBS,Month-to-month,True,Electronic check
5821-MMEIL,Two year,False,Bank transfer (automatic)
5960-WPXQM,Month-to-month,True,Electronic check
0684-AOSIH,Month-to-month,True,Electronic check
8260-NGFNY,Month-to-month,False,Mailed check
1309-XGFSN,One year,True,Electronic check
1866-RZZQS,Month-to-month,True,Electronic check
6968-URWQU,One year,True,Mailed check
4742-TXUEX,Two year,False,Bank transfer (automatic)
9631-XEYKE,Month-to-month,False,Bank transfer (automatic)
8631-NBHFZ,Two year,False,Credit card (automatic)
1335-MXCSE,Two year,True,Credit card (automatic)
8873-TMKGR,One year,False,Mailed check
8800-JOOCF,Month-to-month,True,Electronic check
1469-LBJQJ,Month-to-month,True,Electronic check
4958-XCBDQ,Month-to-month,True,Electronic check
8337-UPOAQ,Month-to-month,True,Electronic check
0064-YIJGF,Month-to-month,True,Bank transfer (automatic)
2386-OWURY,Month-to-month,True,Electronic check
1725-IQNIY,Two year,False,Bank transfer (automatic)
0310-VQXAM,Month-to-month,False,Mailed check
6598-RFFVI,One year,False,Credit card (automatic)
3453-RTHJQ,Month-to-month,True,Electronic check
6712-OAWRH,Month-to-month,True,Electronic check
6278-FEPBZ,Month-to-month,False,Mailed check
4280-DLSHD,Month-to-month,True,Mailed check
1508-DFXCU,Month-to-month,True,Electronic check
8614-VGMMV,Month-to-month,True,Electronic check
7868-BGSZA,One year,True,Electronic check
2800-QQUSO,Month-to-month,True,Electronic check
2930-UOTMB,Month-to-month,False,Credit card (automatic)
7973-DZRKH,Two year,True,Credit card (automatic)
5914-DVBWJ,Month-to-month,True,Electronic check
7698-YFGEZ,Month-to-month,False,Mailed check
2533-QVMSK,Two year,True,Electronic check
9773-PEQBZ,Month-to-month,False,Electronic check
8644-XLFBW,Month-to-month,True,Electronic check
0650-BWOZN,Month-to-month,True,Electronic check
8625-AZYZY,Month-to-month,True,Electronic check
