customer_id,has_phone_service,multiple_lines
1024-VRZHF,True,Yes
4703-MQYKT,True,No
9497-QCMMS,True,Yes
5692-ICXLW,True,Yes
0602-DDUML,True,No
2208-MPXIO,True,No
1960-UYCNN,True,Yes
0348-SDKOL,True,Yes
3190-FZATL,True,No
7336-RLLRH,True,Yes
4373-MAVJG,True,Yes
8901-HJXTF,False,No phone service
7710-JSYOA,True,Yes
5419-KLXBN,True,No
3424-NMNBO,True,Yes
9885-MFVSU,False,No phone service
4514-GFCFI,True,Yes
0607-MVMGC,True,Yes
3365-SAIGS,True,No
9828-AOQLM,True,No
8022-BECSI,True,No
8000-REIQB,True,No
9993-LHIEB,True,No
0266-CLZKZ,True,Yes
7615-ESMYF,False,No phone service
3858-VOBET,True,Yes
7020-OZKXZ,True,No
3977-QCRSL,True,No
0017-DINOC,False,No phone service
1447-PJGGA,True,No
8565-CLBZW,True,Yes
9139-WQQDY,True,Yes
0224-HJAPT,True,Yes
8086-OVPWV,True,No
9430-FRQOC,True,Yes
7639-OPLNG,True,Yes
3074-GQWYX,True,Yes
1492-QGCLU,True,Yes
6845-RGTYS,True,Yes
7328-OWMOM,True,No
4418-LZMSV,True,No
5155-AZQPB,True,Yes
8861-HGGKB,True,Yes
1087-GRUYI,True,No
7065-YUNRY,True,No
7694-VLBWQ,True,Yes
2546-KZAAT,True,No
0181-RITDD,True,No
5989-PGKJB,True,No
4795-KTRTH,True,Yes
8272-ONJLV,True,No
1488-PBLJN,True,Yes
0308-GIQJT,True,Yes
3778-FOAQW,True,No
4452-ROHMO,True,No
6481-OGDOO,True,No
3090-LETTY,True,Yes
5349-AZPEW,False,No phone service
3753-TSEMP,True,No
8305-VHZBZ,True,No
9720-JJJOR,True,No
8100-HZZLJ,True,No
8775-ERLNB,True,Yes
8309-IEYJD,True,No
9172-JITSM,True,No
6298-QDFNH,True,Yes
7398-HPYZQ,True,Yes
3546-GHEAE,True,No
7361-YPXFS,True,Yes
6557-BZXLQ,True,No
2550-QHZGP,True,No
7519-JTWQH,True,Yes
2538-OIMXF,False,No phone service
8543-MSDMF,True,No
9961-JBNMK,True,No
1170-SASML,True,Yes
4872-JCVCA,False,No phone service
5346-BZCHP,True,No
2038-LLMLM,True,Yes
6173-ITPWD,True,Yes
9734-UYXQI,True,Yes
1216-BGTSP,True,Yes
4138-NAXED,True,Yes
2189-UXTKY,True,Yes
0744-BIKKF,True,Yes
7483-IQWIB,True,Yes
5248-KWLAR,True,Yes
4958-GZWIY,True,No
7996-MHXLW,True,Yes
7833-PKIHD,True,No
7061-OVMIM,True,No
5153-RTHKF,True,Yes
1852-QSWCD,True,Yes
4832-VRBMR,True,Yes
9079-LWTFD,True,Yes
6356-ELRKD,True,No
8624-GIOUT,True,Yes
3392-EHMNK,True,Yes
5986-WWXDV,True,No
3061-BCKYI,True,No
6179-GJPSO,True,No
7901-TBKJX,True,Yes
7228-PAQPD,True,No
3177-LASXD,True,No
7746-QYVCO,True,No
5804-HYIEZ,True,Yes
9919-FZDED,True,Yes
5934-TSSAU,True,No
3486-KHMLI,True,Yes
4897-QSUYC,True,No
1084-UQCHV,True,No
8290-YWKHZ,True,Yes
2955-BJZHG,True,No
3806-DXQOM,False,No phone service
6784-XYJAE,True,Yes
3933-DQPWX,False,No phone service
6661-EIPZC,False,No phone service
8957-THMOA,True,No
2251-PYLPB,True,Yes
5555-RNPGT,True,Yes
1057-FOGLZ,True,No
9300-RENDD,True,No
0761-AETCS,True,No
8087-LGYHQ,True,No
4137-BTIKL,True,Yes
2190-BCXEC,True,Yes
6227-FBDXH,True,Yes
2153-MREFK,True,Yes
2911-WDXMV,True,Yes
7206-PQBBZ,True,No
3106-ULWFW,True,Yes
0925-VYDLG,True,Yes
4547-FZJWE,True,No
7422-WNBTY,True,Yes
0842-IWYCP,True,No
3521-HTQTV,True,Yes
3744-ZBHON,True,No
3373-DIUUN,True,No
8383-SGHJU,True,Yes
7607-QKKTJ,True,Yes
7707-PYBBH,True,No
8984-HPEMB,True,Yes
4349-GFQHK,True,Yes
4139-DETXS,False,No phone service
9779-DPNEJ,True,No
9805-FILKB,True,No
5793-YOLJN,True,No
0673-IGUQO,True,No
4123-FCVCB,True,Yes
8819-IMISP,True,Yes
7802-EFKNY,False,No phone service
8311-UEUAB,True,Yes
5858-EAFCZ,True,No
8035-BUYVG,False,No phone service
1163-ONYEY,True,Yes
9787-XVQIU,True,Yes
8945-MUQUF,True,Yes
5656-MJEFC,False,No phone service
6082-OQFBA,True,No
8051-HJRLT,True,No
8974-OVACP,True,No
4010-YLMVT,True,Yes
1379-FRVEB,True,Yes
8612-GXIDD,True,Yes
6288-CHQJB,True,No
8160-HOWOX,True,No
3023-GFLBR,True,Yes
6648-INWPS,True,No
4223-BKEOR,True,No
4079-VTGLK,True,Yes
1763-WQFUK,True,No
1391-UBDAR,True,No
8894-JVDCV,True,Yes
2023-VQFDL,True,No
1345-GKDZZ,True,No
2014-MKGMH,True,Yes
5628-FCGYG,True,Yes
2560-WBWXF,True,Yes
0248-IPDFW,True,Yes
7978-DKUQH,True,No
4335-UPJSI,True,No
0524-IAVZO,True,Yes
2737-YNGYW,True,No
1784-EZDKJ,True,Yes
9297-FVVDH,True,Yes
8007-YYPWD,True,Yes
7101-HRBLJ,True,No
5159-YFPKQ,True,No
6635-CPNUN,True,Yes
4021-RQSNY,True,Yes
5453-YBTWV,True,No
5039-LZRQT,True,No
2931-VUVJN,True,Yes
9061-TIHDA,True,Yes
8699-ASUFO,True,Yes
6418-PIQSP,True,No
8220-OCUFY,True,No
3995-WFCSM,True,No
1895-QTKDO,True,No
2038-OEQZH,True,No
1178-PZGAB,True,No
7927-AUXBZ,True,No
2626-VEEWG,True,No
2878-RMWXY,True,Yes
1657-DYMBM,True,No
7311-MQJCH,True,No
7375-WMVMT,True,No
1136-XGEQU,True,Yes
2530-FMFXO,True,Yes
6844-DZKRF,True,No
4695-WJZUE,True,Yes
7619-ODSGN,True,Yes
5970-GHJAW,True,No
8879-XUAHX,True,Yes
3689-MOZGR,False,No phone service
4195-PNGZS,True,Yes
5003-XZWWO,True,Yes
3988-RQIXO,True,No
7622-FWGEW,True,No
6922-NCEDI,True,No
2514-GINMM,True,No
9891-NQDBD,True,Yes
6131-IUNXN,True,No
8548-AWOFC,True,Yes
9798-DRYDS,True,Yes
8532-UEFWH,True,Yes
6296-DDOOR,True,No
7951-VRDVK,True,No
5931-FLJJF,True,No
4815-YOSUK,True,Yes
2659-VXMWZ,True,Yes
0380-NEAVX,True,No
3207-OYBWH,True,Yes
4285-GYRQC,True,No
7216-EWTRS,True,Yes
4365-MSDYN,True,No
7036-TYDEC,True,Yes
5802-ADBRC,True,Yes
8076-FEZKJ,True,No
5197-YPYBZ,True,Yes
8337-MSSXB,True,No
4312-GVYNH,False,No phone service
8495-LJDFO,True,Yes
0839-JTCUD,True,Yes
5494-WOZRZ,True,No
1302-UHBDD,True,No
2234-EOFPT,True,No
8619-IJNDK,True,No
8378-LKJAF,True,Yes
8182-BJDSI,True,Yes
2528-HFYZX,True,No
1153-GNOLC,False,No phone service
3298-QEICA,False,No phone service
0788-DXBFY,True,No
3597-YASZG,True,Yes
3496-LFSZU,True,No
5242-UOWHD,True,No
2482-CZGBB,True,No
6479-SZPLM,True,No
8097-VBQTZ,True,No
4500-HKANN,True,Yes
9917-KWRBE,True,Yes
3420-ZDBMA,True,No
2212-LYASK,False,No phone service
1393-IMKZG,True,No
8069-RHUXK,False,No phone service
3398-GCPMU,True,Yes
2908-WGAXL,True,Yes
3378-AJRAO,True,Yes
1013-QCWAM,True,Yes
0866-QLSIR,True,Yes
6050-FFXES,True,Yes
7181-BQYBV,True,Yes
0362-RAOQO,True,No
9554-DFKIC,True,Yes
5527-ACHSO,True,No
0829-DDVLK,True,No
1399-UBQIU,True,No
1813-JLKWR,True,No
0336-PIKEI,True,No
7322-OCWHC,True,Yes
9537-VHDTA,True,No
4957-TIALW,True,No
2054-PJOCK,True,Yes
9150-HEPMB,True,No
9030-QGZNL,True,No
6204-IEUXJ,True,No
3126-WQMGH,True,Yes
4529-CKBCL,True,No
2506-CLAKW,True,No
7176-WRTNX,True,Yes
1583-IHQZE,True,Yes
5732-IKGQH,True,No
9239-GZHZE,True,Yes
7205-BAIAD,True,No
0151-ONTOV,True,No
4140-MUHUG,True,No
0093-EXYQL,True,No
8064-RAVOH,True,No
0219-QAERP,True,No
0320-JDNQG,True,No
7180-PISOG,True,Yes
9168-INPSZ,True,Yes
3571-RFHAR,True,Yes
0015-UOCOJ,True,No
5334-AFQJB,True,Yes
2754-SDJRD,True,Yes
9578-VRMNM,True,Yes
1587-FKLZB,True,Yes
6140-QNRQQ,True,No
8963-JLGJT,True,No
4307-KTUMW,True,Yes
1465-LNTLJ,True,No
5440-FLBQG,True,Yes
2135-DQWAQ,True,No
4056-QHXHZ,True,Yes
7470-MCQTK,False,No phone service
7488-MXJIV,True,Yes
7401-JIXNM,True,Yes
9339-FIIJL,True,Yes
2027-FECZV,True,Yes
2672-DZUOY,False,No phone service
4706-DGAHW,True,No
3870-MQAMG,True,Yes
6670-MFRPK,True,Yes
6177-PEVRA,True,No
4800-CZMPC,True,Yes
4813-HQMGZ,True,Yes
7579-KKLOE,True,Yes
7377-DMMRI,True,No
8402-EIVQS,True,No
4947-DSMXK,True,Yes
7245-NIIWQ,True,No
0002-ORFBO,True,No
3324-OIRTO,True,No
5414-OFQCB,True,Yes
4967-WPNCF,False,No phone service
8552-OBVRU,True,No
8499-BRXTD,True,No
9154-QDGTH,True,Yes
8197-BFWVU,True,Yes
2577-GVSIL,True,Yes
9367-OIUXP,True,No
6770-UAYGJ,True,Yes
6463-HHXJR,True,Yes
7928-VJYAB,True,No
1187-WILMM,True,Yes
9776-OJUZI,True,Yes
1306-RPWXZ,True,No
8949-JTMAY,True,Yes
2774-LVQUS,True,Yes
3097-PYWXL,True,No
2266-SJNAT,True,Yes
0869-PAPRP,True,No
4238-JSSWH,True,Yes
2972-YDYUW,True,Yes
1104-FEJAM,True,Yes
2809-ILCYT,True,Yes
5499-ECUTN,True,No
4981-FLTMF,True,Yes
9121-PHQSR,True,Yes
3113-IWHLC,True,No
3211-ILJTT,True,No
4612-THJBS,True,Yes
4277-BWBML,True,No
4094-NSEDU,True,Yes
0234-TEVTT,False,No phone service
4304-TSPVK,True,Yes
1552-AAGRX,True,Yes
2637-FKFSY,True,No
9796-MVYXX,False,No phone service
7874-ECPQJ,True,No
0020-INWCK,True,Yes
7089-RKVSZ,True,Yes
2683-JXWQQ,False,No phone service
9548-ZMVTX,True,Yes
8739-XNIKG,True,Yes
9755-JHNMN,True,No
3981-QSVQI,True,No
2789-HQBOU,True,No
9424-CMPOG,True,No
5067-WJEUN,True,No
3450-WXOAT,True,No
9251-WNSOD,True,Yes
6974-DAFLI,True,No
2616-UUTFK,True,Yes
7064-JHXCE,True,No
5103-MHMHY,True,No
7989-AWGEH,False,No phone service
4373-VVHQL,True,No
4559-UWIHT,True,Yes
7268-IGMFD,True,Yes
1846-XWOQN,True,No
0235-KGSLC,True,No
6650-BWFRT,True,Yes
9570-KYEUA,True,Yes
6993-YGFJV,True,Yes
2712-SYWAY,True,Yes
0730-BGQGF,True,Yes
5498-IBWPI,True,No
9101-NTIXF,True,No
0013-SMEOE,True,No
9314-QDMDW,True,No
9308-ANMVE,True,No
2884-GBPFB,True,No
3757-NJYBX,True,Yes
3413-DHLPB,True,Yes
7649-PHJVR,True,No
6114-TCFID,False,No phone service
3787-TRIAL,False,No phone service
2573-GYRUU,True,Yes
5156-UMKOW,False,No phone service
1247-QBVSH,True,No
6734-GMPVK,True,Yes
9822-OAOVB,True,No
6161-ERDGD,True,Yes
1226-JZNKR,True,No
7318-EIVKO,True,Yes
3771-PZOBW,True,Yes
5136-KCKGI,True,Yes
8231-BSWXX,True,Yes
6486-LHTMA,True,Yes
4083-BFNYK,True,Yes
3722-WPXTK,True,No
7389-KBFIT,False,No phone service
7176-WIONM,False,No phone service
5141-ZUVBH,True,No
1089-HDMKP,True,No
7623-HKYRK,True,No
0310-SUCIN,True,No
5197-PYEPU,True,Yes
2929-ERCFZ,True,No
7548-SEPYI,True,No
8835-VSDSE,True,No
6619-RPLQZ,True,No
3275-RHRNE,False,No phone service
3503-TYDAY,True,Yes
6901-GOGZG,True,Yes
1623-NLDOT,False,No phone service
7021-XSNYE,False,No phone service
9621-OUPYD,True,No
9898-KZQDZ,True,Yes
8982-NHAVY,True,Yes
4307-KWMXE,False,No phone service
0141-YEAYS,True,Yes
2450-ZKEED,True,No
3694-DELSO,False,No phone service
3893-JRNFS,False,No phone service
9603-OAIHC,True,No
1133-KXCGE,True,No
5236-PERKL,True,Yes
0142-GVYSN,True,No
1049-FYSYG,False,No phone service
7854-FOKSF,False,No phone service
2519-FAKOD,True,Yes
8406-LNMHF,True,No
1821-BUCWY,True,No
8263-JQAIK,False,No phone service
0023-UYUPN,True,Yes
8314-DPQHL,False,No phone service
1465-WCZVT,True,No
9481-SFCQY,True,No
6360-SVNWV,True,No
0567-GGCAC,True,No
7089-IVVAZ,True,Yes
8884-MRNSU,True,No
2171-UDMFD,True,No
9050-IKDZA,True,No
2205-YMZZJ,True,Yes
9802-CAQUT,True,Yes
1254-IZEYF,True,Yes
0187-WZNAB,True,No
9492-TOKRI,True,Yes
1475-VWVDO,True,No
9221-OTIVJ,True,Yes
1357-MVDOZ,True,No
7602-MVRMB,True,Yes
3325-FUYCG,True,Yes
5908-QMGOE,True,Yes
1197-BVMVG,True,Yes
5406-KGRMX,True,Yes
8481-YYXWG,True,No
5968-HYJRZ,True,Yes
5198-EFNBM,True,No
7516-GMHUV,True,Yes
7140-ADSMJ,True,No
2230-XTUWL,True,No
7706-YLMQA,True,No
2585-KTFRE,True,No
7994-UYIVZ,True,Yes
2609-IAICY,True,Yes
1740-CSDJP,False,No phone service
7717-BICXI,True,No
6559-RAKOZ,True,Yes
2636-OHFMN,False,No phone service
4716-MRVEN,True,No
2143-LJULT,True,Yes
1323-OOEPC,True,Yes
3200-MNQTF,True,Yes
6164-HXUGH,True,No
5630-IXDXV,True,Yes
0320-DWVTU,True,No
9135-MGVPY,True,No
1212-GLHMD,True,No
7878-JGDKK,True,No
1088-AUUZZ,True,Yes
0397-GZBBC,True,Yes
6614-YWYSC,True,Yes
9588-OZDMQ,True,No
7641-EUYET,True,Yes
6476-EPYZR,True,No
9921-ZVRHG,True,Yes
1174-FGIFN,True,Yes
6620-HVDUJ,True,No
4701-MLJPN,True,No
1032-MAELW,True,Yes
7641-TQFHN,True,Yes
1552-TKMXS,True,No
9206-GVPEQ,False,No phone service
8622-ZLFKO,True,Yes
1596-BBVTG,True,Yes
6188-UXBBR,True,No
2333-KWEWW,True,No
5702-SKUOB,True,No
1134-YWTYF,True,No
6061-GWWAV,True,No
0679-TDGAK,True,No
6585-WCEWR,True,No
9067-YGSCA,True,Yes
9067-SQTNS,True,No
8433-WXGNA,True,No
1776-SPBWV,True,No
8735-SDUFN,True,Yes
9668-PUGNU,True,Yes
9405-GPBBG,True,Yes
1926-QUZNN,True,Yes
3707-GNWHM,True,Yes
7016-NVRIC,True,No
5829-NVSQN,True,No
9565-AXSMR,True,No
8922-LIEGH,True,Yes
8869-LIHMK,True,Yes
8245-UMPYT,True,Yes
5186-SAMNZ,True,No
0447-RXSGD,True,Yes
4927-WWOOZ,True,Yes
5788-YPOEG,True,No
5373-SFODM,True,Yes
0661-KBKPA,True,Yes
9081-WWXKP,True,No
0784-ZQJZX,True,No
3133-PZNSR,True,Yes
5766-ZJYBB,True,No
8931-GJJIQ,True,Yes
4277-PVRAN,True,No
0022-TCJCI,True,No
0722-SVSFK,True,No
3612-YVGSJ,True,Yes
9825-YCXWZ,True,No
5397-NSKQG,False,No phone service
8565-HBFNN,True,Yes
2000-DHJUY,True,Yes
0203-HHYIJ,True,Yes
8670-ERCJH,True,Yes
7758-UJWYS,False,No phone service
2050-ONYDQ,True,Yes
7055-JCGNI,True,Yes
0739-UUAJR,False,No phone service
4826-DXMUP,True,No
0952-KMEEH,True,Yes
7285-KLOTR,True,Yes
0654-PQKDW,True,No
7175-NTIXE,True,No
7963-SHNDT,False,No phone service
9796-BPKIW,True,No
0188-GWFLE,True,No
8129-GMVGI,True,No
2882-DDZPG,True,No
3547-LQRIK,True,Yes
9137-NOQKA,True,No
5843-TTHGI,True,No
1849-RJYIG,True,No
8868-GAGIO,True,Yes
4061-UKJWL,True,No
5380-XPJNZ,True,No
8263-QMNTJ,True,Yes
8178-EYZUO,True,Yes
3230-JCNZS,True,Yes
0277-ORXQS,False,No phone service
5130-IEKQT,True,Yes
3230-WYKIR,True,Yes
7996-BPXHY,True,Yes
3227-WLKLI,True,Yes
0407-BDJKB,True,Yes
2266-FUBDZ,True,No
8237-ULIXL,True,Yes
9600-UDOPK,True,Yes
8216-AZUUZ,True,No
9153-BTBVV,True,Yes
4074-SJFFA,True,No
3269-ATYWD,True,Yes
5186-PEIZU,True,No
1074-AMIOH,True,No
4910-GMJOT,True,Yes
0354-WYROK,True,No
4361-FEBGN,True,No
7748-UMTRK,True,Yes
0380-ZCSBI,True,No
7145-FEJWU,True,Yes
6463-MVYRY,True,No
3969-JQABI,True,No
9624-EGDEQ,True,No
1051-EQPZR,True,No
5849-ASHZJ,True,No
5780-INQIK,True,No
7576-OYWBN,True,Yes
4526-ZJJTM,True,No
8384-FZBJK,True,Yes
3750-RNQKR,True,No
0962-CQPWQ,True,No
3096-YXENJ,True,Yes
1265-BCFEO,True,Yes
5837-LXSDN,True,No
5945-AZYHT,True,Yes
8325-QRPZR,True,No
6384-VMJHP,True,No
2262-SLNVK,True,No
7730-CLDSV,True,Yes
1135-HIORI,True,Yes
0164-APGRB,True,Yes
6481-ESCNL,True,Yes
1790-NESIO,True,No
1550-EENBN,True,Yes
5539-TMZLF,True,No
4323-SADQS,False,No phone service
4446-BZKHU,True,Yes
5202-IVJNU,False,No phone service
5976-JCJRH,True,No
8198-RKSZG,True,Yes
0137-OCGAB,True,Yes
3351-NQLDI,True,Yes
9297-EONCV,True,Yes
7593-JNWRU,True,No
4588-YBNIB,True,No
1069-QJOEE,True,No
3336-JORSO,True,Yes
7799-DSEWS,True,No
8766-PAFNE,True,No
5315-CKEQK,True,Yes
3130-ICDUP,True,Yes
0820-FNRNX,True,Yes
0880-FVFWF,True,Yes
4611-ANLQC,False,No phone service
4213-HKBJO,True,Yes
2792-LSHWX,True,No
5028-GZLDO,True,No
0014-BMAQU,True,Yes
6861-XWTWQ,True,Yes
9018-PCIOK,True,No
4837-QUSFT,True,Yes
6877-TJMBR,True,No
9953-ZMKSM,True,Yes
0907-HQNTS,True,Yes
7665-NKLAV,False,No phone service
6769-DCQLI,True,No
2433-KMEAS,True,Yes
4391-LNRXK,True,No
8250-ZNGGW,True,No
2195-ZRVAX,True,No
3550-SAHFP,True,Yes
2011-TRQYE,False,No phone service
8562-GHPPI,True,No
5893-PYOLZ,True,No
4986-MXSFP,True,No
6131-FOYAS,True,Yes
3027-YNWZU,True,Yes
5609-IMCGG,True,Yes
4873-ILOLJ,True,No
4727-MCYZG,True,No
9481-WHGWY,True,No
2725-KXXWT,True,No
9565-DJPIB,True,Yes
4328-VUFWD,True,No
3301-LSLWQ,True,Yes
7473-ZBDSN,True,No
3166-PNEOF,True,Yes
5639-NTUPK,True,No
8780-YRMTT,False,No phone service
8348-HFYIV,False,No phone service
5140-FOMCQ,True,Yes
6242-SGYTS,True,Yes
8166-ORCHU,True,No
8414-OOEEL,True,No
8454-AATJP,True,Yes
6849-WLEYG,True,No
4659-NZRUF,True,Yes
4531-AUZNK,True,Yes
4191-XOVOM,True,Yes
2150-OEGBV,True,No
8429-XIBUM,True,Yes
1855-CFULU,True,No
4878-BUNFV,True,No
1872-EBWSC,True,No
2608-BHKFN,True,No
7026-YMSBE,True,No
7341-LXCAF,True,Yes
6997-UVGOX,True,No
9674-EHPPG,False,No phone service
9462-MJUAW,True,Yes
8128-YVJRG,True,Yes
5440-VHLUL,True,Yes
5781-BKHOP,True,Yes
4283-FUTGF,True,Yes
5213-TWWJU,True,No
1569-TTNYJ,True,Yes
8628-MFKAX,True,Yes
2397-BRLOM,True,No
7629-WIXZF,True,No
5445-GLVOT,True,No
3976-HXHCE,True,No
2466-NEJOJ,True,No
0254-KCJGT,True,Yes
5472-CVMDX,False,No phone service
6461-SZMCV,True,Yes
8150-QUDFX,True,No
9508-ILZDG,True,Yes
2346-DJQTB,False,No phone service
1697-LYYYX,True,No
1942-OQFRW,True,No
4749-VFKVB,True,Yes
9640-ZSLDC,True,No
4231-LZUYM,True,Yes
7598-UAASY,True,No
7938-OUHIO,True,No
8510-AWCXC,True,Yes
6128-AQBMT,False,No phone service
3594-BDSOA,True,No
0431-APWVY,True,No
5133-VRSAB,False,No phone service
5996-DAOQL,True,No
6838-YAUVY,True,Yes
0484-JPBRU,True,Yes
7883-ROJOC,True,No
0244-LGNFY,True,Yes
7274-CGTOD,False,No phone service
4295-YURET,True,No
3426-NIYYL,True,Yes
8225-BTJAU,True,No
4635-EJYPD,True,No
1866-ZSLJM,True,No
4636-TVXVG,True,No
4236-UJPWO,False,No phone service
9392-XBGTD,True,No
3387-VATUS,True,Yes
6402-SSEJG,False,No phone service
1143-NMNQJ,True,Yes
1169-SAOCL,True,Yes
1110-KYLGQ,True,Yes
9929-PLVPA,True,No
3518-PZXZQ,True,No
2371-JUNGC,True,No
7693-QPEFS,True,Yes
0924-BJCRC,True,Yes
5074-FBGHB,True,Yes
2351-BKRZW,True,No
4455-BFSPD,True,Yes
0415-MOSGF,True,No
1724-BQUHA,True,No
3948-KXDUF,True,Yes
2323-ARSVR,True,No
0815-MFZGM,True,No
4826-XTSOH,True,Yes
5480-XTFFL,True,No
8295-FHIVV,True,No
2495-INZWQ,False,No phone service
9086-YJYXS,True,Yes
1179-INLAT,True,No
7909-FIOIY,False,No phone service
4139-SUGLD,False,No phone service
6857-VWJDT,True,Yes
6351-SCJKT,False,No phone service
5468-BPMMO,True,No
5624-BQSSA,True,No
0197-PNKNK,True,Yes
2439-QKJUL,True,No
1194-SPVSP,True,No
9534-NSXEM,True,No
2408-WITXK,False,No phone service
8929-KSWIH,True,No
2250-IVBWA,True,No
1810-MVMAI,True,Yes
9506-UXUSK,True,No
1229-RCALF,True,Yes
3572-UOLYZ,True,Yes
1429-UYJSV,True,No
5577-OTWWW,True,No
6100-QQHEB,True,Yes
6366-XIVKZ,True,No
3470-OBUET,True,Yes
2770-NSVDG,False,No phone service
9375-MHRRS,True,No
2634-HCZGT,True,Yes
7503-QQRVF,True,No
4860-YZGZM,True,No
6599-GZWCM,True,No
2691-NZETQ,True,Yes
4404-HIBDJ,True,No
5533-NHFRF,False,No phone service
7037-MTYVW,True,Yes
4760-THGOT,True,Yes
7295-JOMMD,True,No
4016-BJKTZ,True,Yes
6584-VQMYT,True,No
9838-BFCQT,True,Yes
2790-XUYMV,True,Yes
0581-MDMPW,True,Yes
5013-SBUIH,True,Yes
1023-BQXZE,True,No
9163-GHAYE,True,No
3904-UKFRE,True,Yes
5353-WILCI,True,No
0709-TVGUR,True,Yes
0058-EVZWM,True,Yes
6023-YEBUP,True,Yes
7209-JCUDS,True,No
7009-PCARS,True,No
0519-DRGTI,True,No
1017-FBQMM,True,Yes
3001-CBHLQ,True,Yes
1985-MBRYP,True,No
6158-DWPZT,False,No phone service
9372-TXXPS,True,No
3259-QMXUN,True,Yes
1015-JPFYW,True,No
6645-MXQJT,True,No
4360-QRAVE,False,No phone service
8433-WPJTV,True,Yes
5804-JMYIO,True,No
3763-GCZHZ,True,Yes
6484-LATFU,True,Yes
7599-NTMDP,False,No phone service
0772-GYEQQ,True,No
0536-ACXIP,True,Yes
0936-NQLJU,True,No
4831-EOBFE,True,No
1575-KRZZE,True,No
3251-YMVWZ,True,Yes
4102-OQUPX,True,Yes
9170-GYZJC,True,Yes
4884-LEVMQ,True,No
8857-CUPFQ,True,No
7610-TVOPG,True,Yes
3638-DIMPH,True,No
1845-ZLLIG,True,No
8559-WNQZS,True,No
3999-QGRJH,True,No
1699-UOTXU,True,No
2454-RPBRZ,True,Yes
0635-WKOLD,True,Yes
5993-JSUWV,True,No
4518-FZBSX,True,No
5387-ASZNZ,True,Yes
6988-CJEYV,True,Yes
2002-MZHWP,True,No
3097-FQTVJ,True,No
5465-BUBFA,True,No
7299-GNVPL,True,No
9743-DQKQW,False,No phone service
1215-VFYVK,False,No phone service
9371-BITHB,True,No
2265-CYWIV,True,Yes
9093-FPDLG,True,No
0541-FITGH,True,No
6985-HAYWX,True,Yes
7508-KBIMB,True,No
6838-HVLXG,True,No
2277-DJJDL,True,Yes
1897-OKVMW,True,Yes
5485-ITNPC,True,No
0233-FTHAV,True,Yes
4644-PIZRT,True,Yes
8922-NPKBJ,True,No
2740-TVLFN,True,Yes
7771-CFQRQ,True,No
9512-PHSMG,True,No
6963-EZQEE,True,Yes
2452-KDRRH,True,Yes
2004-OCQXK,True,No
5027-QPKTE,True,No
4146-SVFUD,True,No
1564-HJUVY,True,No
3617-XLSGQ,True,Yes
7517-LDMPS,True,No
7244-KXYZN,True,No
5226-NOZFC,True,No
2672-HUYVI,True,No
1400-WIVLL,True,Yes
7508-MYBOG,True,Yes
8148-NLEGT,True,Yes
0148-DCDOS,True,Yes
8347-GDTMP,True,No
9992-RRAMN,True,Yes
6746-WAUWT,True,No
0310-MVLET,True,Yes
0428-IKYCP,True,No
4550-VBOFE,True,Yes
2187-PKZAY,True,No
4003-OCTMP,True,No
6652-YFFJO,True,No
7225-IILWY,True,Yes
5248-RPYWW,True,Yes
7923-IYJWY,True,Yes
3170-GWYKC,True,No
5696-QURRL,True,No
7409-KIUTL,True,No
9830-ECLEN,False,No phone service
1732-VHUBQ,True,No
0495-RVCBF,True,No
2668-TZSPS,True,No
7854-EDSSA,True,Yes
8869-TORSS,True,No
7446-SFAOA,True,No
9522-ZSINC,True,No
8234-GSZYK,True,Yes
6505-OZNPG,False,No phone service
6164-HAQTX,False,No phone service
0679-IDSTG,True,No
7765-LWVVH,True,Yes
1658-TJVOA,True,No
0953-LGOVU,False,No phone service
2115-BFTIW,True,No
4692-NNQRU,True,No
7742-MYPGI,True,No
0611-DFXKO,True,No
7780-OTDSO,True,Yes
9619-GSATL,True,No
5622-UEJFI,True,Yes
9747-DDZOS,True,No
0674-DGMAQ,True,Yes
6203-HBZPA,False,No phone service
0484-FFVBJ,True,No
0301-FIDRB,False,No phone service
4139-JPIAM,False,No phone service
2181-TIDSV,True,No
2761-XECQW,False,No phone service
1936-CZAKF,False,No phone service
9453-PATOS,True,No
0564-JJHGS,True,Yes
3348-CFRNX,True,No
4402-FTBXC,True,No
1428-GTBJJ,True,No
2931-XIQBR,True,No
0106-UGRDO,True,Yes
5542-TBBWB,True,No
1930-QPBVZ,True,No
2606-PKWJB,False,No phone service
5322-ZSMZY,True,Yes
8059-UDZFY,True,Yes
7740-BTPUX,True,Yes
5220-AGAAX,True,Yes
0208-BPQEJ,True,No
9435-JMLSX,True,No
3352-ALMCK,True,Yes
5312-IRCFR,True,Yes
5294-IMHHT,True,Yes
8802-UNOJF,True,No
6313-GIDIT,False,No phone service
6176-YJWAS,True,Yes
5310-NOOVA,True,No
4526-EXKKN,True,Yes
5311-IHLEI,False,No phone service
3987-KQDDU,True,No
3404-JNXAX,True,Yes
5131-PONJI,True,No
2845-AFFTX,True,Yes
3489-VSFRD,True,No
3345-JHUEO,True,No
5815-HGGHV,True,No
5260-UMPWX,True,No
2249-YPRNG,True,Yes
7410-YTJIK,True,Yes
4626-GYCZP,True,Yes
5649-RXQTV,True,No
2674-MIAHT,True,Yes
2576-HXMPA,True,No
7587-AOVVU,True,Yes
